inchi_key	n_annotations	target_genes	annotated_moas	smiles
VCKUSRYTPJJLNI-UHFFFAOYSA-N	8	PGK1,ADRA1D,ADRA1A,ADRA1B	PGK1 activator,alpha1-Adrenoceptor Antagonists	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
VCPMZDWBEWTGNW-UHFFFAOYSA-N	4	CACNA1S,CACNA1C,CACNA1A,CACNA1B	N-Type Calcium Channel (Ca(v) 2.2) Blockers	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
VCRGLZYPNNAVRP-JTQLQIEISA-N	2	SLC6A2	Norepinephrine Reuptake Inhibitors,NMDA Glycine-Site Modulators	CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1
VCXNFMLRLDZWTK-SDZGCHGRSA-N	50	MCU,ADRB2,CACNA1A,CACNA1H,CACNA1C,CACNA1S,CACNA1D,CACNA1F,CACNA1B,CACNA1E,CACNA1G,CACNA1I,CACNA2D3,CACNA2D4,CACNB4,CACNG8,CACNG3,CACNG2,CACNA2D2,CACNB2,CACNG5,CACNG1,ADRB1,ADRB3,ORAI1	beta-Adrenoceptor Antagonists,Calcium Channel Blockers	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCc2ccc(OC[C@@H](O)CNC(C)(C)C)c3cc(C#N)[nH]c23)[C@@H]1c1cccc2nonc12
VDDALHSBRYGZDW-UHFFFAOYSA-N	7	PRKCA,PRKCQ,PRKCB,PRKCH,PRKCE,PRKCD,CD28	Protein Kinase C (PKC) Inhibitors	Cn1cc(C2=C(c3nc(N4CCNC5(CC5)C4)nc4ccccc34)C(=O)NC2=O)c2ccccc21
VDDZMXQAZJMGPK-UHFFFAOYSA-N	2	CCND2,CCND3	CDK Inhibitors	CCOC(=O)c1cnc(SC)nc1NC
VDHAWDNDOKGFTD-MRXNPFEDSA-N	1	CASR	Calcium-Sensing Receptor (CaSR) Agonists	C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
VDPYORASPBMPQL-LBPRGKRZSA-N	3	DPP4	DP-IV) Inhibitors,DPP-IV,Dipeptidyl Peptidase IV (CD26	CC(C)OCCCNCC(=O)N1CCC[C@H]1C#N
VDWFDMKVYHLWRD-UHFFFAOYSA-N	1	RHOC	Rho C GTPase Inhibitors	O=C1CCCC2=C1C(c1cccc(Br)c1)Nc1ccc3ccccc3c12
VEFKMPXOOGXXSQ-UHFFFAOYSA-N	4	HTR3B,HTR3C,HTR3D,HTR3E	5-HT3 Antagonists	Cc1ccc2c(c1)nc(N1CCNCC1)n2Cc1ccccc1
VEPKQEUBKLEPRA-UHFFFAOYSA-N	1	MAPK14	P38 alpha MAP kinase inhibitor	O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
VETFGCIOWGTLKG-UHFFFAOYSA-N	1	AOC3	Vascular adhesion molecule antagonists	CN1CC(c2ccccc2)OC2(CCN(Cc3ccccc3)CC2)N1
VFBGXTUGODTSPK-BAQGIRSFSA-N	1	EIF2AK2	PKR Inhibitor	O=C1Nc2ccc3ncsc3c2/C1=C/c1c[nH]cn1
VFCRKLWBYMDAED-REWPJTCUSA-N	10	APH1A,APH1B,PSEN1,PSEN2,PSENEN	gamma-Secretase Inhibitors,Apoptosis Inducers	CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1
VFFZWMWTUSXDCB-ZDUSSCGKSA-N	3	DPP4	DP-IV) Inhibitors,DPP-IV,Dipeptidyl Peptidase IV (CD26	N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1
VFIDUCMKNJIJTO-CZUORRHYSA-N	1	ADRB2	ADRB2 antagonist	Cc1ccc(OC[C@@H](O)[C@@H](C)NC(C)C)c2c1CCC2
VFIZBHJTOHUOEK-UHFFFAOYSA-N	1	NOS3	Nitric Oxide Synthase Inhibitors	CCSC(=N)N
VFMMPHCGEFXGIP-UHFFFAOYSA-N	6	CYP1A1,CYP1B1	Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators,ABCG2) Inhibitors,Breast Cancer-Resistant Protein (BCRP	O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12
VFPSHYIQSHKAFX-UHFFFAOYSA-N	2	HTR6	HTR6 antagonist,5-HT6 Antagonists	O=S(=O)(c1ccccc1)c1nnn2c1nc(NCC1CCCO1)c1sccc12
VFTRKSBEFQDZKX-UHFFFAOYSA-N	9	AR,AHR,IDO1	Aryl Hydrocarbon Receptor (AhR) Agonists,Indoleamine 2,3-dioxygenase Inhibitors,Androgen Receptor Antagonists	c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1
VGEREEWJJVICBM-UHFFFAOYSA-N	6	VCAM1,ICAM1	Antioxidants,ICAM1 Expression Inhibitors,VCAM1 Expression Inhibitors	O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
VGFALHATLLBXIT-UHFFFAOYSA-N	4	HTR3E,HTR3D,HTR3C,HTR3B	5-HT3 agonist	COc1ccc(NC(=N)N)cc1
VGGGPCQERPFHOB-RDBSUJKOSA-N	6	ANPEP,LAP3,LTA4H	Membrane Alanine Aminopeptidase (Aminopeptidase N) Inhibitors,Leukotriene A4 Hydrolase Inhibitors	CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
VGIGHGMPMUCLIQ-UHFFFAOYSA-N	4	HTR2A,DRD4	5-HT2A Antagonists,Dopamine D4 Antagonists	O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
VGIQUSQBXZXBGW-UHFFFAOYSA-N	2	PLA2G7	Signal Transduction Modulators,Lipoprotein Associated Phospholipase A2 (Lp-PLA2) Inhibitors	CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1
VGKDLMBJGBXTGI-SJCJKPOMSA-N	2	SLC6A3,SLC6A4	5-HT Reuptake Inhibitors	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
VGPDHSJTCIECIM-QFQXNSOFSA-N	9	CHRM3,CHRM2,CHRM1	Muscarinic M3 Antagonists,Muscarinic M2 Antagonists,Muscarinic M1 Antagonists	C[N@@+]1(CCCc2ccccc2)CCC[C@@H](OC(=O)C(O)(c2cccs2)c2cccs2)C1
VGUSQKZDZHAAEE-UHFFFAOYSA-N	1	MAPK14	p38 MAPK Inhibitors	Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N
VHBBMEXIWWKUNY-MRVPVSSYSA-N	1	CHRM1	Cholinergics	C[C@@H]1OCC2(CCN(C)CC2)O1
VHBBMEXIWWKUNY-QMMMGPOBSA-N	1	CHRM1	CHRM1 agonist	C[C@H]1OCC2(CCN(C)CC2)O1
VHBFFQKBGNRLFZ-UHFFFAOYSA-N	1	CYP1A1	Cytochrome P450 CYP1A1 Inhibitors	O=c1cc(-c2ccccc2)oc2ccccc12
VHDOJOVCAVZTRK-UHFFFAOYSA-N	2	TNIK,MAP4K4	MAP4K4 inhibitor	Nc1ncnc2ccc(-c3cc(F)cc(NC(=O)CN4CCCC4)c3)nc12
VHGCDTVCOLNTBX-QGZVFWFLSA-N	1	SLC6A2	Norepinephrine Transporter (NET) Inhibitors	CNCC[C@@H](Oc1ccccc1C)c1ccccc1
VHOLZGILMFEDGK-UHFFFAOYSA-N	1	MMP3	Matrix Metalloproteinase Inhibitors	
VHYTVSSUVKUYOG-UHFFFAOYSA-N	2	F7	Coagulation Factor VIIa Inhibitors,Inhibitors of Blood Coagulation Pathways	COc1ccc(Br)c(-c2nc3ccccc3c(=O)o2)c1
VIBHJPDPEVVDTB-UHFFFAOYSA-N	1			Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]
VIDUBYQATATWPE-UHFFFAOYSA-N	1	HTR7	5-HT7 Antagonists	Fc1ccc(C2(CCCN3Cc4ccccc4C3)OCCO2)cc1
VILCJCGEZXAXTO-UHFFFAOYSA-N	2	TERT	Telomerase Inhibitors,Chelating Agents	NCCNCCNCCN
VJGGHXVGBSZVMZ-QIZQQNKQSA-N	1	PTGFR	PTGFR agonist	O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1
VJQALSOBHVEJQM-QAQDUYKDSA-N	2	CD38	CD38 inhibitor,CD38 gene inhibitor	COCCO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1
VJXBYUITQBTTQM-DSRNDQRRSA-N	5	HDAC8,HDAC2,HDAC3,HDAC6,HDAC1	HDAC inhibitor (no hydroxamic acid)	CC[C@H](C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](CCSC)C(=O)N2)OC(=O)C[C@@H]1O
VJXQOGGTCICSAP-GASCZTMLSA-N	1	GHSR	GHS Receptor Agonists	COc1ccc(N2C[C@H](C)N[C@H](C)C2)nc1NS(=O)(=O)c1ccc(-c2ccc(C)o2)c(F)c1
VKGVZBMIHDQODH-UHFFFAOYSA-N	4	HTR2A,HTR1A	5-HT2A Antagonists,5-HT1A Receptor Antagonists	O=c1[nH]c2ccccc2n1CCCCN1CCN(c2cccc(Cl)c2)CC1
VKHAHZOOUSRJNA-GCNJZUOMSA-N	24	NR3C1,PGR,AR,ALPP,ALPI,ALPL	Progesterone Receptor Antagonists,Internal Ribosomal Entry Site (IRES) Inhibitors,Glucocorticoid Receptor (GR) Antagonists,Androgen Receptor Ligands	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
VKUYLANQOAKALN-LJQANCHMSA-N	1			
VKWDUXSHPJACHQ-DHDCSXOGSA-N	6	CDK2,CDK1	CDK2 Inhibitors,CDK1 Inhibitors,Tyrosine Kinase Inhibitors	CC(C)(CO)CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
VKWNJVPLPUSCAV-JFTHPGNVSA-N	1	CD4	Anti-CD4	CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC1=O
VLCDMPCNKPJKLX-UHFFFAOYSA-N	1	MAP2K1	MEK1 Inhibitors	
VLCYCQAOQCDTCN-UHFFFAOYSA-N	1	ODC1	Ornithine Decarboxylase Inhibitors	NCCCC(N)(C(=O)O)C(F)F
VLIHQHQPGAWJCM-UHFFFAOYSA-N	1	PKM	Pyruvate Kinase Isozyme M2 (PKM2) Activators	O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)c(F)cc2N1
VLPRXFLUVHYBBT-VAWYXSNFSA-N	3	SMARCA4,SMARCA2,PBRM1	SMARCA2/4 inhibitor	CN1CCN(/C=C2\CCn3c2nc(=O)c2c(Cl)cccc23)CC1
VLQTUNDJHLEFEQ-KGENOOAVSA-N	1	NR1H4	Farnesoid X-receptor agonist	COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1
VLULRUCCHYVXOH-UHFFFAOYSA-N	1	TNFSF10	TIC10 inactivates Akt and ERK and induces TRAIL expression	Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12
VLVARFGYPATFQX-ULQDDVLXSA-N	1	MMP12	MMP-12 (Macrophage Elastase) Inhibitors	CC(C)C[C@H](NC(=O)[C@@H](S)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
VMJSEWCRPGCNOF-UHFFFAOYSA-N	3	CHRM5	Muscarinic M3 Agonists,Muscarinic M2 Agonists,Muscarinic M1 Agonists	O=C1CCON1CC#CCN1CCCC1
VMKPCENEHPIWJT-DOPYIHRPSA-N	2	CASP1	Non-Steroidal Antiinflammatory Drugs,Caspase 1 (IL-1beta Converting Enzyme) Inhibitors	CCOC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)COC(=O)c1c(Cl)cccc1Cl
VMMKGVRPILDZML-UHFFFAOYSA-N	1			COc1ccc2c(c1)C(c1ccc(F)cc1)=C(CN1CCCC1)CO2
VMSLCPKYRPDHLN-OAQYLSRUSA-N	10	JUN,PTGS2	NF-kappaB (NFKB) Activation Inhibitors,Cyclooxygenase-2 Inhibitors,Apoptosis Inducers,AP-1 Inhibitors,Antioxidants	CC(C)=CCC1=C(O)[C@](O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O
VMXUWOKSQNHOCA-UKTHLTGXSA-N	1	HRH2	Histamine H2 Receptor Antagonists	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
VMZMNAABQBOLAK-DBILLSOUSA-N	2	SSTR3,SSTR5	Somatostatin SRIF1B (sst5) inhibitor	NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O
VNFPBHJOKIVQEB-UHFFFAOYSA-N	8	KCNN4,CYP51A1	Angiogenesis Inhibitors,Lanosterol 14alpha-demethylase Inhibitors,Gardos channel, SK41, IK1) Channel Blockers,Intermediate Conductance K(Ca) 3.1 (IKCa1	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
VNICFCQJUVFULD-UHFFFAOYSA-N	1			c1ccc2c(N3CCNCC3)cccc2c1
VOASEWXFCTZRDF-UHFFFAOYSA-N	2	HSP90AB1,HSP90AA1	Hsp90 inhibitor	COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C
VODUCDWVPSEMSZ-UHFFFAOYSA-N	1	BDKRB1	Bradykinin B1 Antagonists	CN1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(NCC(c4ccccc4)c4ccccc4)c(C(=O)N4CCOCC4)c3)CC2)CC1
VOEDRUGFNJEWGQ-VMPITWQZSA-N	1			COC(=O)C/C=C/c1ccccc1
VOEWWLDOPMSCGF-CGIBVWHJSA-N	1	F11	Known FactorXI inhibitor	COC(=O)Nc1ccc(-c2cc([C@H](CC(=O)OC(C)(C)C)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)n[nH]c2=O)cc1
VOJUXHHACRXLTD-UHFFFAOYSA-N	1	MAPT	Tau Aggregation Inhibitors	O=C(O)c1cc(O)c2ccccc2c1O
VOROEQBFPPIACJ-SCSAIBSYSA-N	1	GRIN1	NMDA Antagonists	N[C@H](CCCP(=O)(O)O)C(=O)O
VOSNNSVWVJFJCR-UHFFFAOYSA-N	5	CES1,CES1P1,CES2,CES3,CES5A	Carboxylesterase Inhibitors	O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl
VOYCNOJFAJAILW-CAMHOICYSA-N	4	GRM2,GRM3	mgluR3 Agonists,mgluR2 Agonists	CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21
VOZQNHXBROFVMB-UHFFFAOYSA-N	1			CCc1nnc(NC(=O)CSc2nc(N)nc(SC)c2C#N)s1
VPBYZLCHOKSGRX-UHFFFAOYSA-N	15	MAPK12,MAPK15,MAPK4,MAPK6,MAPK7	VEGFR-2 (FLK-1/KDR) Inhibitors,Inhibitors of Signal Transduction Pathways,Angiogenesis Inhibitors	CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl
VPCWGBLXOCIIMU-WCQYABFASA-N	1	PTPN11	SHP2 inhibitor	Nc1nccc(Sc2cnc(N3CCC4(CC3)C[C@@H](O)C[C@H]4N)cn2)c1Cl
VPEOEBSAJZUAHP-UHFFFAOYSA-N	5	CDK9,CDK7,CDK5,CDK4,CDK2	CDK gene inhibitor	Cc1cnc(Nc2cccc(S(C)(=O)=O)c2)nc1-c1cccc2[nH]ccc12
VPHJABWIKCBGMC-UHFFFAOYSA-N	1			CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)CC1
VPHPQNGOVQYUMG-UHFFFAOYSA-N	1	SQLE	Fungal Squalene Monooxygenase Inhibitors	COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
VPJXQGSRWJZDOB-UHFFFAOYSA-O	2	CHRM1,CHRM5	Cholinergics	C[N+](C)(C)CCOC(N)=O
VPXHZKTZYQIZFD-NYVOZVTQSA-N	1	KLK7	Kallikrein-related Peptidase 7 (KLK7) Inhibitor	O=C(NCc1cccnc1)[C@@H]1[C@H]2C[C@H]2CN1C(=O)NCc1cccc2ccc(Cl)cc12
VQHKDCUXFKNNMT-ODCIPOBUSA-O	2	CCR3,CCR1	CCR3 antagonist	CC[N+]1(C/C2=C/CCCCCC2)CCC(NC(=O)C2c3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1
VQHUQHAPWMNBLP-UHFFFAOYSA-N	1	PPARG	PPARgamma Antagonists	COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
VQQRBBFRJRBWPF-UHFFFAOYSA-N	1	FLT3	Flt3 (FLK2/STK1) Inhibitors	CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccnc(N)n4)cc3)cc2C(F)(F)F)CC1
VQQVWGVXDIPORV-UHFFFAOYSA-N	9	PTGS2,HGF,ALOX5	Cyclooxygenase-2 Inhibitors,Hepatocyte Growth Factor (HGF) Antagonists,5-Lipoxygenase Inhibitors	O=C1c2ccccc2-n2c1nc1ccccc1c2=O
VQTHMGSYEABTGU-UHFFFAOYSA-N	2	CASR	Parathyroid Hormone Secretion Stimulants,Calcium-Sensing Receptor (CaSR) Antagonists	O=c1c2ccccc2nc(-c2ccccc2O)n1CCc1ccccc1
VRBKIVRKKCLPHA-UHFFFAOYSA-N	6	HTR2A,ADRA1B	5-HT Reuptake Inhibitors,5-HT2A Antagonists,ADRA1B gene modulator	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
VRQMAABPASPXMW-HDICACEKSA-N	1	FGFR1	FGFR1 gene inhibitor	COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)[nH]n2)cc(OC)c1
VRUHOUHYPBCHJF-DVOMOZLQSA-N	6	PDK2,PDK3,PDK4	PDK) Inhibitors,Pyruvate Dehydrogenase Kinase (PDHK	C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F
VRVJKILQRBSEAG-LFPIHBKWSA-N	2	EP300,CREBBP	CREBBP/ EP300 KAT inhibitor	CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
VRYZCEONIWEUAV-UHFFFAOYSA-N	2	HDAC5,HDAC4	HDAC 4/5	Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
VSJKWCGYPAHWDS-FQEVSTJZSA-N	1	TOP1	topoisomerase I	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
VSNHCAURESNICA-UHFFFAOYSA-N	3	RRM1	Antimetabolites,Ribonucleoside-Diphosphate Reductase Inhibitors,Nitric oxide donor	NC(=O)NO
VSOXJMQZOPRPGI-UHFFFAOYSA-N	1	NOTUM	Palmitoleoyl-Protein Carboxylesterase NOTUM Inhibitors	Cc1sc2ncnc(SCC(=O)O)c2c1C
VSQILWJHLPJYGP-ZDUSSCGKSA-N	1	LTA4H	inhibitor of leukotriene A4 hydrolase	N[C@@H](CC(=O)O)Cn1nnc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1
VSWBSWWIRNCQIJ-HUUCEWRRSA-N	6	DRD2,DRD1	5-HT2 Antagonists,Dopamine D2 Antagonists,Dopamine D1 Antagonists	CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1
VSWPGAIWKHPTKX-UHFFFAOYSA-N	1	CHRM1	CHRM1 antagonist	Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
VSZGPKBBMSAYNT-RRFJBIMHSA-N	1			
VTAARTQTOOYTES-RGDLXGNYSA-N	10	GRM4,GRM6,GRM8,GRM2,GRM3	GRM3 agonist,GRM2 agonist	N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
VTGBZWHPJFMTKS-UHFFFAOYSA-N	4	OPRL1,OPRM1	OPRM1 gene inhibitor,OPRL1 gene inhibitor	CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1
VTLDSEYLZYWTPA-UHFFFAOYSA-N	1	PTPN1	Protein Tyrosine Phosphatase PTP-1B Inhibitors	
VUFJQKBHTFYYMV-SIKRGNPESA-N	1			CCOCc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)[C@@H](O)[C@H](N)C3)ccc2F)c(F)c1
VUIITYLFSAXKIQ-UHFFFAOYSA-N	1	CARM1	inhibitor of PRMT4	CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccccc4)c3)ccn2)CC1
VUIRVWPJNKZOSS-UHFFFAOYSA-N	2	WDR48,USP1	USP1–UAF1 inhibitor	Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1
VUUCDNZACXXJSO-UHFFFAOYSA-N	5	CDK4,CCNA1,CCNB2,CCNB3,CCND3	CDK4 Inhibitors	CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4c(F)cccc4F)s3)cc2)CC1
VUVUVNZRUGEAHB-CYBMUJFWSA-N	2	BRD4	BRD2/3/4/T BET familiy inhibitor,BRD4 gene inhibitor	COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12
VVOXDJYPDCSQMI-UHFFFAOYSA-N	2	HMGB2,HMGB1	HMGB2 gene inhibitor	CC1(C)Oc2cc(O)ccc2C2C1=CCn1c(=O)n(-c3ccccc3)c(=O)n12
VVSOHUNZJUMVHS-UHFFFAOYSA-N	3	HTR1E,HTR1F,ADRA1B	alpha1-Adrenoceptor Antagonists	O=C(CCCN1CCC(NC(=O)c2ccccc2)CC1)c1ccccc1
VVWGPQZBDQVQRC-RMKNXTFCSA-N	1	EIF4G1	EIF4G gene inhibitor	O=C(/C=C/c1cncc(F)c1)c1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O
VVZZHFMLRHJXTO-RXVVDRJESA-N	1	CHRM1	M1 postive allosteric modulator	Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1
VWAGKEVPPOVJMV-GEVRCRHISA-N	4	NPC1L1	Cholesterol Absorption Inhibitors,HMGCS2 Expression Enhancers,ABCA1 Expression Inhibitors,Niemann-Pick C1-like protein 1 (NPC1L1) Inhibitors	CC1=C(C#N)C(/C=N/N(C)c2ncc(C(F)(F)F)cc2Cl)CC(=O)N1
VWFCHDSQECPREK-LURJTMIESA-N	1			
VWIWOPFCNLLGBQ-UHFFFAOYSA-N	1	TACR2	TACR2 antagonist	[O-][S+](CC1(O)CCN(CCc2c[nH]c3ccc(F)cc23)CC1)c1ccccc1
VWSFKHFDPRSPLA-UHFFFAOYSA-N	1			
VWVYLBIQWASACG-UHFFFAOYSA-N	1	LAP3	Leucine Aminopeptidase inhibitor	NC(CC1CCCCC1)P(=O)(O)O
VWWVDRUMIVMLNJ-HNNXBMFYSA-N	1	HSPA1A	Selective allosteric inhibitor for HSPA1A/Hsp70i	CCCn1c(NC(=O)[C@H]2CCCN(c3cnccn3)C2)nc2ccccc21
VWXRQYYUEIYXCZ-OBIMUBPZSA-N	2	AVPR1A,OXTR	Oxytocin (OT) Antagonists	CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
VXDAVYUFYPFGDX-ATFAPYMMSA-N	14	PRSS3,TPSAB1,TPSB2,TPSD1,TPSG1,PRSS1,PRSS2	Tryptase Inhibitors,Trypsin Inhibitors	CC(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCCNC(=N)N)C(=O)c1nc2ccccc2s1
VXDKQRWTOJFQKH-BJZITVGISA-N	2	ADAMTS4,ADAMTS5	Aggrecanase Inhibitors	O=C(C[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)NO
VXHFXQCYIMKVIG-UHFFFAOYSA-N	1			CC(C)c1oc2c3c(ccc2c(=O)c1-c1ccc(Cl)cc1)NCCO3
VYCMAAOURFJIHD-PJNXIOHISA-N	1	EDNRA	Endothelin ETA Receptor Antagonists	CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O
VYOCYWDJTQRZLC-KCDKBNATSA-N	1			C[C@@H]1NC[C@@H](O)[C@H](O)[C@@H]1O
VYUMPVZHBZSNFA-SFGWMHHMSA-N	16	ST14,KLKB1,PRSS1,PRSS8	Prostasin (PRSS8) Inhibitor,Plasma Kallikrein (KLKB1) inhibitor,Matriptase (ST14) inhibitor,trypsin inhibitor	CS(=O)(=O)N[C@H](CCC1CCNCC1)C(=O)N1C[C@H](OCc2ccc(Cl)cc2)C[C@H]1C(=O)N[C@@H](CCCCN)C(=O)c1nc2ccccc2o1
VYXPSMUFCGRWJC-UHFFFAOYSA-N	2	SMPD2	Antiinflammatory Drugs,Neutral Sphingomyelinase (N-SMase) Inhibitors	CC(C)(O)C(O)Cc1cc(O)ccc1O
VYYRFBRPGFAPCM-UHFFFAOYSA-N	15	CASP3,CASP8,CASP9	Serotonin Antagonists,Caspase 9 Activators,Caspase 8 Activators,Caspase 3 Activators,Apoptosis Inducers	FC(F)(F)c1ccc2c(c1)N(CCCN1CCNCC1)c1ccccc1S2
VYZAPHKISNXMSJ-UHFFFAOYSA-N	1	PDE4B	Phosphodiesterase PDE4B Inhibitors	COC(=O)c1ccc(Cn2c(=O)c(=O)n(C(C)C)c3ccc(C(F)(F)F)cc32)cc1
VZAFGXCWAWRULT-UONOGXRCSA-N	2	KAT2A,KAT2B	KAT2A, KAT2B inhibitor	CN1C[C@H](Nc2cnn(C)c(=O)c2Br)C[C@H](c2ccccc2)C1
VZGHGFHSYRBRMS-UHFFFAOYSA-N	3	LTB4R	Non-Steroidal Antiinflammatory Drugs,Leukotriene BLT (LTB4) Antagonists,Leukotriene Antagonists	COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)NC(=O)c2ccccc2)cc1
VZHSVWPBQJLEAE-AREMUKBSSA-N	1	PPARA	PPARalpha Agonists	
